Date,Region,Latitude,Longitude,Plastic_Type,Plastic_Weight_kg,Depth_meters
2015-05-03 16:00:00,Atlantic Ocean,8.940540421,-81.34455891,polypropylene (pp),194.59,41.02
2015-05-03 17:00:00,Atlantic Ocean,-5.941538298,-93.97204791,polyethylene terephthalate (pet),420.83,20.36
2015-05-03 18:00:00,Southern Ocean,77.01160799,-0.453139357,polystyrene (ps),18.85,50.59
2015-05-03 19:00:00,Arctic Ocean,-43.67844213,-75.05815538,polystyrene (ps),319.63,46.52
2015-05-03 20:00:00,Pacific Ocean,-41.42997841,5.782021987,polyethylene (pe),201.69,63.39
2015-05-03 21:00:00,Indian Ocean,-15.9576752,60.94563298,polystyrene (ps),102.37,7.25
2015-05-03 22:00:00,Southern Ocean,-46.19345159,99.82756286,polyethylene (pe),305.74,81.93
2015-05-03 23:00:00,Pacific Ocean,-66.74689479,75.65680126,polyvinyl chloride (pvc),415.55,5.83
2015-06-03 00:00:00,Southern Ocean,64.3346724,-105.9873421,polyethylene (pe),233.72,45.39
2015-06-03 01:00:00,Southern Ocean,10.48977439,-138.2761011,polystyrene (ps),73.45,71.05
2015-06-03 02:00:00,Indian Ocean,65.04528941,15.28205728,polyethylene (pe),153.14,34.48
2015-06-03 03:00:00,Arctic Ocean,59.60425777,-108.3917552,polypropylene (pp),490.68,91.01
2015-06-03 04:00:00,Atlantic Ocean,-39.23237614,-149.4238602,polystyrene (ps),55.63,75.52
2015-06-03 05:00:00,Arctic Ocean,8.592739978,9.753963473,polyethylene (pe),80.44,42.6
2015-06-03 06:00:00,Indian Ocean,-75.02081351,-62.35409336,polystyrene (ps),495.09,18.38
2015-06-03 07:00:00,Indian Ocean,74.74533913,92.2136443,polyethylene terephthalate (pet),441.06,4.34
2015-06-03 08:00:00,Indian Ocean,-17.23271129,-66.891013,polystyrene (ps),353.59,80.17
2015-06-03 09:00:00,Pacific Ocean,-19.1382869,172.3381693,polyethylene terephthalate (pet),75.58,19.43
2015-06-03 10:00:00,Arctic Ocean,-35.50403329,93.06834885,polyethylene (pe),120.35,26.97
2015-06-03 11:00:00,Arctic Ocean,-7.080525952,-159.2304403,polyethylene terephthalate (pet),90.17,1.04
2015-06-03 12:00:00,Southern Ocean,-44.68331042,3.194186528,polystyrene (ps),315.51,1.82
2015-06-03 13:00:00,Southern Ocean,-22.5265909,22.54338044,polypropylene (pp),199.49,23.04
2015-06-03 14:00:00,Southern Ocean,53.99046875,70.30897585,polyethylene terephthalate (pet),23.98,87.29
2015-06-03 15:00:00,Indian Ocean,60.16599065,-0.793153068,polystyrene (ps),145.72,78.08
2015-06-03 16:00:00,Arctic Ocean,-35.24715403,-5.960304571,polypropylene (pp),430.34,76.99
2015-06-03 17:00:00,Indian Ocean,-5.5774025,-47.5420998,polyvinyl chloride (pvc),398.04,82.7
2015-06-03 18:00:00,Pacific Ocean,67.28755973,-82.2739018,polyethylene terephthalate (pet),321.54,18.66
2015-06-03 19:00:00,Southern Ocean,-80.51880027,160.6320763,polyethylene terephthalate (pet),42.86,97.91
2015-06-03 20:00:00,Indian Ocean,70.04609316,-65.66519893,polyethylene (pe),441.41,23.22
2015-06-03 21:00:00,Indian Ocean,-50.54681778,-157.1683232,polyvinyl chloride (pvc),267.31,14.99
2015-06-03 22:00:00,Pacific Ocean,32.13706396,-119.7774939,polyethylene (pe),247.34,29.46
2015-06-03 23:00:00,Atlantic Ocean,14.85930535,128.619589,polyethylene (pe),467.04,53.05
2015-07-03 00:00:00,Arctic Ocean,9.529334674,31.18804528,polystyrene (ps),4.52,12.44
2015-07-03 01:00:00,Atlantic Ocean,64.68484046,100.3609978,polyethylene (pe),277.99,73.86
2015-07-03 02:00:00,Southern Ocean,-71.71701414,111.1613566,polyethylene terephthalate (pet),395.64,37.15
2015-07-03 03:00:00,Indian Ocean,-27.53495544,116.3651181,polyethylene (pe),31.94,56.84
2015-07-03 04:00:00,Pacific Ocean,6.885494342,18.22093479,polypropylene (pp),178.65,73.42
2015-07-03 05:00:00,Pacific Ocean,56.03199371,-116.2365855,polyethylene terephthalate (pet),488.74,90.19
2015-07-03 06:00:00,Arctic Ocean,-51.04024499,-126.6362092,polystyrene (ps),105.97,81.93
2015-07-03 07:00:00,Atlantic Ocean,54.52737145,26.63439134,polyethylene (pe),265.64,53.75
2015-07-03 08:00:00,Arctic Ocean,-18.06507315,-48.05483267,polypropylene (pp),373.06,99.12
2015-07-03 09:00:00,Indian Ocean,-55.99550584,20.89736685,polypropylene (pp),195.25,52.97
2015-07-03 10:00:00,Arctic Ocean,46.61755928,-0.547976074,polyethylene terephthalate (pet),204.0,53.6
2015-07-03 11:00:00,Pacific Ocean,-73.63819773,36.79130869,polyethylene (pe),31.73,15.85
2015-07-03 12:00:00,Pacific Ocean,2.658127334,-168.4397553,polypropylene (pp),95.13,14.87
2015-07-03 13:00:00,Southern Ocean,-78.5023589,-168.178795,polyethylene (pe),440.32,16.87
2015-07-03 14:00:00,Southern Ocean,-25.84478607,79.77426151,polyethylene terephthalate (pet),409.18,59.18
2015-07-03 15:00:00,Indian Ocean,18.19382382,-110.4741922,polyvinyl chloride (pvc),152.39,41.52
2015-07-03 16:00:00,Atlantic Ocean,10.10079747,54.79144639,polypropylene (pp),190.92,38.59
2015-07-03 17:00:00,Arctic Ocean,-17.16202478,16.76732788,polystyrene (ps),220.26,12.76
2015-07-03 18:00:00,Indian Ocean,-12.77136109,173.4460097,polyethylene (pe),173.04,38.11
2015-07-03 19:00:00,Southern Ocean,-49.1814804,120.7461164,polyethylene terephthalate (pet),326.99,37.8
2015-07-03 20:00:00,Arctic Ocean,-7.941134084,-31.27157232,polyethylene terephthalate (pet),6.51,62.08
2015-07-03 21:00:00,Southern Ocean,81.58587403,41.90861523,polystyrene (ps),440.1,38.84
2015-07-03 22:00:00,Arctic Ocean,63.0815252,-137.7757954,polyvinyl chloride (pvc),150.39,41.88
2015-07-03 23:00:00,Atlantic Ocean,-63.85808357,-40.90102453,polyethylene (pe),436.2,27.25
2015-08-03 00:00:00,Indian Ocean,-84.63945828,84.19958679,polyvinyl chloride (pvc),227.25,13.15
2015-08-03 01:00:00,Arctic Ocean,78.03437629,44.16177029,polyethylene terephthalate (pet),388.19,30.0
2015-08-03 02:00:00,Pacific Ocean,4.814954979,-5.590323224,polypropylene (pp),412.91,4.28
2015-08-03 03:00:00,Pacific Ocean,6.810808167,-116.4495225,polyvinyl chloride (pvc),150.71,20.37
2015-08-03 04:00:00,Arctic Ocean,50.52923923,109.1325334,polypropylene (pp),320.2,32.5
2015-08-03 05:00:00,Arctic Ocean,-33.3559847,-81.66002241,polystyrene (ps),303.75,14.56
2015-08-03 06:00:00,Arctic Ocean,-3.25663761,115.3724694,polyethylene terephthalate (pet),238.06,66.5
2015-08-03 07:00:00,Pacific Ocean,84.35932437,40.17926261,polypropylene (pp),234.84,28.08
2015-08-03 08:00:00,Pacific Ocean,30.98676365,-45.81668594,polyethylene (pe),152.67,61.55
2015-08-03 09:00:00,Arctic Ocean,-62.32589424,-165.3821201,polyethylene terephthalate (pet),155.16,64.39
2015-08-03 10:00:00,Southern Ocean,-66.01918536,-96.32921604,polystyrene (ps),274.12,44.73
2015-08-03 11:00:00,Southern Ocean,-53.2323435,140.0655332,polyethylene (pe),16.23,44.91
2015-08-03 12:00:00,Atlantic Ocean,48.0081014,114.4707638,polyethylene terephthalate (pet),466.84,58.15
2015-08-03 13:00:00,Indian Ocean,-36.83213931,26.94719266,polyvinyl chloride (pvc),325.02,26.25
2015-08-03 14:00:00,Southern Ocean,-86.1500076,-12.12391297,polyethylene terephthalate (pet),221.78,2.12
2015-08-03 15:00:00,Pacific Ocean,79.95138543,52.97136456,polyethylene (pe),31.0,64.5
2015-08-03 16:00:00,Southern Ocean,-59.45158505,-12.15067398,polypropylene (pp),315.04,60.85
2015-08-03 17:00:00,Atlantic Ocean,-88.27952649,51.94974266,polypropylene (pp),8.97,47.64
2015-08-03 18:00:00,Atlantic Ocean,-47.31631157,-69.33452412,polyethylene terephthalate (pet),339.97,87.58
2015-08-03 19:00:00,Indian Ocean,-47.69481832,121.8589984,polyethylene terephthalate (pet),36.35,50.86
2015-08-03 20:00:00,Southern Ocean,-14.03905485,72.69044165,polystyrene (ps),328.09,30.35
2015-08-03 21:00:00,Pacific Ocean,75.67016967,-61.20877377,polyvinyl chloride (pvc),203.0,71.35
2015-08-03 22:00:00,Pacific Ocean,68.2532852,119.0398013,polystyrene (ps),331.35,96.24
2015-08-03 23:00:00,Arctic Ocean,-7.758980103,-4.556688893,polystyrene (ps),69.33,73.69
2015-09-03 00:00:00,Pacific Ocean,-16.0380171,-117.1300087,polypropylene (pp),58.78,90.88
2015-09-03 01:00:00,Indian Ocean,9.901635565,-152.0235137,polypropylene (pp),123.79,11.27
2015-09-03 02:00:00,Indian Ocean,-46.17827785,71.85806915,polyethylene (pe),205.81,12.1
2015-09-03 03:00:00,Pacific Ocean,-80.60670145,131.4434895,polystyrene (ps),126.59,15.46
2015-09-03 04:00:00,Pacific Ocean,79.06034451,110.6791159,polyethylene (pe),41.1,70.29
2015-09-03 05:00:00,Arctic Ocean,-56.39418272,56.03437088,polyethylene terephthalate (pet),162.58,38.97
2015-09-03 06:00:00,Pacific Ocean,-54.28786874,-129.10498,polyethylene (pe),352.91,47.77
2015-09-03 07:00:00,Arctic Ocean,-4.957140806,-146.1441326,polypropylene (pp),291.58,26.19
2015-09-03 08:00:00,Arctic Ocean,-1.509597929,-55.78933572,polystyrene (ps),481.67,73.61
2015-09-03 09:00:00,Pacific Ocean,-86.68184225,127.7679205,polypropylene (pp),218.02,84.53
2015-09-03 10:00:00,Atlantic Ocean,-63.36814702,166.2250573,polyethylene terephthalate (pet),166.47,16.02
2015-09-03 11:00:00,Atlantic Ocean,-21.93213266,-93.11009226,polyvinyl chloride (pvc),346.87,19.27
2015-09-03 12:00:00,Arctic Ocean,33.07152483,94.35444141,polystyrene (ps),206.04,33.94
2015-09-03 13:00:00,Pacific Ocean,-48.88467777,26.59291809,polypropylene (pp),309.19,28.02
2015-09-03 14:00:00,Atlantic Ocean,-13.85739968,-168.5493479,polyvinyl chloride (pvc),473.15,53.15
2015-09-03 15:00:00,Pacific Ocean,10.32211165,15.44988598,polyethylene terephthalate (pet),249.64,75.26
2015-09-03 16:00:00,Pacific Ocean,69.94664903,110.1385451,polyvinyl chloride (pvc),249.14,79.33
2015-09-03 17:00:00,Pacific Ocean,-31.30730958,-80.595798,polypropylene (pp),387.61,20.84
2015-09-03 18:00:00,Southern Ocean,-65.95951214,143.0501846,polypropylene (pp),378.06,17.56
2015-09-03 19:00:00,Pacific Ocean,-1.930999338,-94.94625353,polyethylene terephthalate (pet),258.16,36.37
2015-09-03 20:00:00,Southern Ocean,44.4098883,-152.4696722,polyethylene terephthalate (pet),32.45,14.77
2015-09-03 21:00:00,Arctic Ocean,-70.22524373,-122.4218486,polyvinyl chloride (pvc),490.4,9.18
2015-09-03 22:00:00,Atlantic Ocean,-13.55697149,121.3210327,polyvinyl chloride (pvc),188.72,24.26
2015-09-03 23:00:00,Atlantic Ocean,-86.79867457,-29.76986915,polypropylene (pp),158.42,39.39
2015-10-03 00:00:00,Atlantic Ocean,-83.9593473,106.9004029,polyethylene terephthalate (pet),490.78,58.78
2015-10-03 01:00:00,Atlantic Ocean,-3.068394621,11.24390196,polyethylene (pe),436.08,72.33
2015-10-03 02:00:00,Atlantic Ocean,-36.32448633,-6.998715074,polyethylene terephthalate (pet),165.18,22.28
2015-10-03 03:00:00,Atlantic Ocean,62.11931382,110.4887345,polystyrene (ps),154.22,81.87
2015-10-03 04:00:00,Atlantic Ocean,18.3877751,-27.54445978,polystyrene (ps),360.5,3.37
2015-10-03 05:00:00,Arctic Ocean,-8.292066886,108.7317832,polyethylene terephthalate (pet),167.22,44.4
2015-10-03 06:00:00,Pacific Ocean,-16.57163321,-143.7616206,polyvinyl chloride (pvc),125.79,63.31
2015-10-03 07:00:00,Indian Ocean,-0.495813566,49.07189359,polystyrene (ps),489.84,29.13
2015-10-03 08:00:00,Southern Ocean,-82.72101038,72.93134036,polypropylene (pp),282.9,68.37
2015-10-03 09:00:00,Indian Ocean,70.70280416,143.6750626,polypropylene (pp),381.27,86.71
2015-10-03 10:00:00,Indian Ocean,89.69456803,-99.24338926,polypropylene (pp),356.56,8.94
2015-10-03 11:00:00,Pacific Ocean,-57.33231753,37.51915683,polyethylene terephthalate (pet),377.79,51.26
2015-10-03 12:00:00,Pacific Ocean,-68.33106634,-24.02763707,polystyrene (ps),451.7,1.88
2015-10-03 13:00:00,Pacific Ocean,-64.15605658,-42.202204,polyvinyl chloride (pvc),250.43,27.96
2015-10-03 14:00:00,Atlantic Ocean,28.98487048,-141.5831201,polypropylene (pp),376.71,13.69
2015-10-03 15:00:00,Arctic Ocean,29.05935092,-131.676001,polyvinyl chloride (pvc),398.43,62.43
2015-10-03 16:00:00,Atlantic Ocean,62.62634921,121.3158461,polypropylene (pp),473.2,24.87
2015-10-03 17:00:00,Arctic Ocean,45.32874992,89.91123564,polyethylene terephthalate (pet),356.58,28.24
2015-10-03 18:00:00,Arctic Ocean,-9.055858794,-42.3571931,polypropylene (pp),446.32,20.56
2015-10-03 19:00:00,Indian Ocean,20.31396508,118.2551693,polyethylene terephthalate (pet),47.61,24.38
2015-10-03 20:00:00,Indian Ocean,33.89124067,-150.9241735,polystyrene (ps),63.14,22.51
2015-10-03 21:00:00,Arctic Ocean,2.292564651,44.91861013,polystyrene (ps),79.26,69.79
2015-10-03 22:00:00,Arctic Ocean,-4.382822799,132.543379,polyvinyl chloride (pvc),72.49,95.58
2015-10-03 23:00:00,Atlantic Ocean,26.11754022,121.9911232,polypropylene (pp),43.85,49.02
2015-11-03 00:00:00,Atlantic Ocean,10.34541882,-45.79820642,polystyrene (ps),61.37,60.04
2015-11-03 01:00:00,Indian Ocean,25.90961496,88.2841871,polyethylene (pe),497.96,81.81
2015-11-03 02:00:00,Pacific Ocean,20.31385931,-26.11146761,polyethylene (pe),136.17,47.61
2015-11-03 03:00:00,Arctic Ocean,39.45538089,122.4497392,polyvinyl chloride (pvc),239.08,30.2
2015-11-03 04:00:00,Atlantic Ocean,25.70463158,11.07430206,polystyrene (ps),410.83,95.1
2015-11-03 05:00:00,Indian Ocean,3.553647559,95.34853768,polyethylene terephthalate (pet),59.24,90.62
2015-11-03 06:00:00,Atlantic Ocean,32.72342603,-151.7142304,polyethylene (pe),158.75,22.04
2015-11-03 07:00:00,Arctic Ocean,-9.093246267,32.40934978,polystyrene (ps),79.73,70.31
2015-11-03 08:00:00,Arctic Ocean,-46.49917932,18.10230389,polyethylene terephthalate (pet),31.37,64.71
2015-11-03 09:00:00,Southern Ocean,-89.74472038,39.59161982,polypropylene (pp),480.38,64.96
2015-11-03 10:00:00,Pacific Ocean,10.79354649,70.43097885,polystyrene (ps),429.19,83.06
2015-11-03 11:00:00,Southern Ocean,16.31794079,150.5192292,polypropylene (pp),439.66,67.41
2015-11-03 12:00:00,Indian Ocean,84.96881366,102.8455494,polyethylene (pe),434.35,51.8
2015-11-03 13:00:00,Atlantic Ocean,-24.93389986,-100.9303231,polypropylene (pp),77.37,84.61
2015-11-03 14:00:00,Indian Ocean,-19.05601629,117.3226569,polyethylene (pe),392.52,26.48
2015-11-03 15:00:00,Arctic Ocean,-53.67607536,-136.0513161,polyvinyl chloride (pvc),363.96,67.92
2015-11-03 16:00:00,Southern Ocean,-77.30382686,43.99149084,polyvinyl chloride (pvc),462.72,70.15
2015-11-03 17:00:00,Southern Ocean,49.10480872,137.791371,polyethylene (pe),109.74,87.03
2015-11-03 18:00:00,Southern Ocean,-45.05740842,-143.5960605,polyethylene terephthalate (pet),207.08,99.83
2015-11-03 19:00:00,Indian Ocean,19.60287499,125.8893552,polyvinyl chloride (pvc),147.53,55.76
2015-11-03 20:00:00,Arctic Ocean,33.7991464,107.5034643,polyethylene terephthalate (pet),129.03,48.44
2015-11-03 21:00:00,Atlantic Ocean,-5.177396288,1.359156182,polyethylene terephthalate (pet),326.23,60.07
2015-11-03 22:00:00,Atlantic Ocean,67.74338034,-68.79686317,polyethylene terephthalate (pet),82.06,65.87
2015-11-03 23:00:00,Indian Ocean,-10.11692862,-34.04223789,polystyrene (ps),232.46,71.3
2015-12-03 00:00:00,Southern Ocean,-38.71644785,168.7169289,polystyrene (ps),323.36,28.12
2015-12-03 01:00:00,Pacific Ocean,71.28279413,-107.3888798,polyethylene terephthalate (pet),65.24,48.7
2015-12-03 02:00:00,Indian Ocean,65.08157116,28.65754362,polyethylene (pe),128.56,37.09
2015-12-03 03:00:00,Indian Ocean,-60.47280953,-150.0333308,polyvinyl chloride (pvc),483.69,3.88
2015-12-03 04:00:00,Arctic Ocean,-85.3270167,-101.5584969,polypropylene (pp),397.74,60.95
2015-12-03 05:00:00,Atlantic Ocean,-73.80259986,94.79389971,polystyrene (ps),338.51,87.48
2015-12-03 06:00:00,Indian Ocean,-38.42146826,-71.06434547,polystyrene (ps),428.0,92.15
2015-12-03 07:00:00,Indian Ocean,85.00676431,174.8757854,polypropylene (pp),7.08,51.74
2015-12-03 08:00:00,Southern Ocean,10.53290757,0.294135514,polyethylene terephthalate (pet),3.14,76.59
2015-12-03 09:00:00,Southern Ocean,-22.81288823,5.954157111,polypropylene (pp),77.07,71.24
2015-12-03 10:00:00,Pacific Ocean,69.96889703,-166.9266938,polyethylene terephthalate (pet),247.68,22.89
2015-12-03 11:00:00,Arctic Ocean,-8.435460334,164.3496298,polystyrene (ps),285.03,6.29
2015-12-03 12:00:00,Pacific Ocean,-33.25704689,-117.2759613,polypropylene (pp),56.93,74.79
2015-12-03 13:00:00,Southern Ocean,79.41951517,13.80261557,polyethylene (pe),36.24,28.27
2015-12-03 14:00:00,Atlantic Ocean,62.91317991,-37.55714041,polyvinyl chloride (pvc),414.18,54.94
2015-12-03 15:00:00,Southern Ocean,61.86030758,-30.38950773,polyvinyl chloride (pvc),232.29,52.41
2015-12-03 16:00:00,Arctic Ocean,2.211253749,51.58805977,polyvinyl chloride (pvc),496.25,81.79
2015-12-03 17:00:00,Southern Ocean,52.09891179,58.35192375,polypropylene (pp),114.75,64.46
2015-12-03 18:00:00,Arctic Ocean,-57.71639533,-124.4560987,polyethylene terephthalate (pet),323.64,84.71
2015-12-03 19:00:00,Arctic Ocean,13.18013236,-0.148804876,polystyrene (ps),402.21,75.22
2015-12-03 20:00:00,Arctic Ocean,87.09226611,104.5718817,polyvinyl chloride (pvc),436.33,99.98
2015-12-03 21:00:00,Arctic Ocean,-37.62748251,-20.41686592,polypropylene (pp),153.23,86.39
2015-12-03 22:00:00,Arctic Ocean,52.98341926,-120.3103905,polyvinyl chloride (pvc),96.72,21.11
2015-12-03 23:00:00,Atlantic Ocean,-1.713886703,-67.24190046,polyethylene terephthalate (pet),113.12,96.14
2015-01-04 00:00:00,Arctic Ocean,-37.98759255,153.6914492,polystyrene (ps),406.53,67.9
2015-01-04 01:00:00,Southern Ocean,-64.66619459,8.051021223,polyethylene (pe),183.03,50.9
2015-01-04 02:00:00,Indian Ocean,-61.80584739,51.55849106,polyethylene terephthalate (pet),77.09,61.38
2015-01-04 03:00:00,Atlantic Ocean,25.09035946,136.0328425,polystyrene (ps),81.15,30.31
2015-01-04 04:00:00,Arctic Ocean,67.11719144,-32.52449788,polypropylene (pp),491.8,65.35
2015-01-04 05:00:00,Indian Ocean,-16.2906699,-29.27067304,polyethylene (pe),311.65,16.46
2015-01-04 06:00:00,Indian Ocean,-59.48637114,9.785461085,polyethylene (pe),87.21,65.25
2015-01-04 07:00:00,Southern Ocean,46.18844969,-173.1232496,polypropylene (pp),134.35,8.11
2015-01-04 08:00:00,Indian Ocean,59.8481054,-1.20017486,polyvinyl chloride (pvc),186.1,40.03
2015-01-04 09:00:00,Atlantic Ocean,68.50483976,-75.2085846,polystyrene (ps),28.04,60.98
2015-01-04 10:00:00,Atlantic Ocean,19.2296572,154.0635057,polypropylene (pp),54.3,85.53
2015-01-04 11:00:00,Pacific Ocean,64.93114069,-148.4152924,polyethylene terephthalate (pet),380.9,81.24
2015-01-04 12:00:00,Atlantic Ocean,-87.22530748,-14.64463367,polystyrene (ps),393.46,52.7
2015-01-04 13:00:00,Indian Ocean,-70.69755568,161.0885413,polypropylene (pp),494.12,88.34
2015-01-04 14:00:00,Atlantic Ocean,-73.33630793,144.3726901,polypropylene (pp),33.89,50.59
2015-01-04 15:00:00,Southern Ocean,38.26884317,72.48543925,polyethylene (pe),444.6,51.72
2015-01-04 16:00:00,Pacific Ocean,-77.47527896,32.16997872,polyethylene (pe),158.68,72.06
2015-01-04 17:00:00,Indian Ocean,-0.654412956,-78.93686263,polyethylene (pe),163.99,87.78
2015-01-04 18:00:00,Pacific Ocean,-4.912758245,-47.89543941,polystyrene (ps),63.73,60.27
2015-01-04 19:00:00,Indian Ocean,-34.07336576,-147.5514487,polyvinyl chloride (pvc),493.15,94.42
2015-01-04 20:00:00,Southern Ocean,66.67293059,102.9989872,polystyrene (ps),490.5,23.26
2015-01-04 21:00:00,Pacific Ocean,-59.32202366,-63.40688355,polyethylene (pe),432.43,92.43
2015-01-04 22:00:00,Arctic Ocean,-26.55669881,60.40148365,polyethylene (pe),45.48,22.17
2015-01-04 23:00:00,Indian Ocean,49.35087,-51.26588021,polystyrene (ps),420.84,52.64
2015-02-04 00:00:00,Arctic Ocean,-84.52398341,-12.8410411,polypropylene (pp),317.34,79.6
2015-02-04 01:00:00,Pacific Ocean,31.13107204,19.80089006,polypropylene (pp),64.47,80.16
2015-02-04 02:00:00,Arctic Ocean,56.95159075,108.666867,polyethylene (pe),130.95,27.82
2015-02-04 03:00:00,Arctic Ocean,77.80821099,-103.9837041,polyethylene (pe),344.64,98.59
2015-02-04 04:00:00,Pacific Ocean,67.73339529,-36.44446074,polyvinyl chloride (pvc),401.74,8.06
2015-02-04 05:00:00,Southern Ocean,-32.51085897,-133.1706341,polypropylene (pp),424.06,3.48
2015-02-04 06:00:00,Arctic Ocean,15.54554544,-152.7262182,polyvinyl chloride (pvc),271.96,84.15
2015-02-04 07:00:00,Arctic Ocean,-76.08717123,37.68276822,polyethylene (pe),267.36,81.9
2015-02-04 08:00:00,Southern Ocean,-43.58339936,-111.927224,polyethylene (pe),342.14,71.28
2015-02-04 09:00:00,Arctic Ocean,-73.03997183,-158.4722369,polyvinyl chloride (pvc),388.88,85.08
2015-02-04 10:00:00,Arctic Ocean,-33.26628777,142.9552552,polyvinyl chloride (pvc),85.38,13.76
2015-02-04 11:00:00,Arctic Ocean,67.53369842,12.35319112,polyethylene (pe),369.94,9.57
2015-02-04 12:00:00,Atlantic Ocean,-27.50996886,-131.5338453,polyethylene terephthalate (pet),170.91,96.94
2015-02-04 13:00:00,Southern Ocean,11.14165854,-160.7665941,polyethylene (pe),191.94,62.42
2015-02-04 14:00:00,Arctic Ocean,-11.99144734,-136.8503808,polypropylene (pp),38.95,91.98
2015-02-04 15:00:00,Southern Ocean,-7.395025626,-10.31859348,polyethylene (pe),294.25,90.64
2015-02-04 16:00:00,Indian Ocean,84.52296933,60.64749186,polystyrene (ps),46.8,65.31
2015-02-04 17:00:00,Indian Ocean,-36.69219571,50.86082699,polyethylene (pe),456.58,62.85
2015-02-04 18:00:00,Arctic Ocean,22.91840451,-128.0076889,polyethylene terephthalate (pet),310.52,35.99
2015-02-04 19:00:00,Southern Ocean,-14.38871948,48.05602266,polypropylene (pp),495.14,14.91
2015-02-04 20:00:00,Southern Ocean,-78.99368741,-34.24837528,polyethylene (pe),122.9,68.66
2015-02-04 21:00:00,Southern Ocean,-1.920450308,-12.69223765,polyvinyl chloride (pvc),339.83,81.79
2015-02-04 22:00:00,Atlantic Ocean,56.40179923,108.5149462,polypropylene (pp),482.22,54.46
2015-02-04 23:00:00,Indian Ocean,-72.22446564,-60.30022584,polypropylene (pp),149.36,5.09
2015-03-04 00:00:00,Southern Ocean,-77.47346747,-127.080343,polyethylene terephthalate (pet),48.25,14.49
2015-03-04 01:00:00,Southern Ocean,-62.34632633,134.4431281,polyvinyl chloride (pvc),317.02,10.2
2015-03-04 02:00:00,Atlantic Ocean,47.59202005,-103.6329927,polystyrene (ps),183.11,65.78
2015-03-04 03:00:00,Atlantic Ocean,40.31916915,-74.1492466,polyethylene (pe),136.6,56.48
2015-03-04 04:00:00,Southern Ocean,11.7031984,74.3724212,polystyrene (ps),496.79,46.65
2015-03-04 05:00:00,Pacific Ocean,-5.719247263,66.07811414,polyvinyl chloride (pvc),377.08,54.34
2015-03-04 06:00:00,Southern Ocean,69.89864665,108.1440077,polypropylene (pp),242.75,27.6
2015-03-04 07:00:00,Southern Ocean,48.00560829,-113.8080091,polyethylene terephthalate (pet),25.1,80.47
2015-03-04 08:00:00,Atlantic Ocean,56.14960523,-53.17923841,polyethylene terephthalate (pet),95.89,32.85
2015-03-04 09:00:00,Atlantic Ocean,56.38721424,-134.682034,polypropylene (pp),149.46,64.43
2015-03-04 10:00:00,Southern Ocean,25.68908785,14.77409298,polyethylene terephthalate (pet),243.65,39.09
2015-03-04 11:00:00,Southern Ocean,-7.557367623,-74.67458669,polystyrene (ps),248.68,7.22
2015-03-04 12:00:00,Southern Ocean,65.64199547,68.01683076,polypropylene (pp),12.46,25.7
2015-03-04 13:00:00,Atlantic Ocean,76.68133517,-179.8760275,polyethylene (pe),471.68,96.51
2015-03-04 14:00:00,Southern Ocean,-85.71491221,-158.5141206,polyethylene (pe),271.45,19.05
2015-03-04 15:00:00,Southern Ocean,-80.72012281,-24.27829181,polyvinyl chloride (pvc),9.96,10.49
2015-03-04 16:00:00,Arctic Ocean,82.57379344,164.9462962,polypropylene (pp),350.7,29.12
2015-03-04 17:00:00,Pacific Ocean,-40.11108951,140.7064994,polystyrene (ps),35.77,87.79
2015-03-04 18:00:00,Indian Ocean,67.20649914,177.8432501,polypropylene (pp),360.61,30.6
2015-03-04 19:00:00,Pacific Ocean,-20.01687859,-29.94111905,polypropylene (pp),350.78,41.74
2015-03-04 20:00:00,Arctic Ocean,-68.56198963,-163.2353449,polystyrene (ps),492.46,31.01
2015-03-04 21:00:00,Indian Ocean,-75.52022396,-69.85578887,polyethylene terephthalate (pet),171.08,98.9
2015-03-04 22:00:00,Southern Ocean,-61.82857817,63.27750678,polystyrene (ps),72.25,99.99
2015-03-04 23:00:00,Arctic Ocean,-45.01922492,-131.3410285,polypropylene (pp),46.03,48.28
2015-04-04 00:00:00,Southern Ocean,-2.066696292,-72.01001565,polypropylene (pp),35.96,78.48
2015-04-04 01:00:00,Atlantic Ocean,36.2696221,-159.7801808,polypropylene (pp),405.19,22.01
2015-04-04 02:00:00,Arctic Ocean,87.55174377,-9.01186618,polypropylene (pp),359.3,37.43
2015-04-04 03:00:00,Atlantic Ocean,-10.52878621,-104.788556,polyvinyl chloride (pvc),487.96,67.93
2015-04-04 04:00:00,Arctic Ocean,3.273289622,-147.1507103,polyethylene terephthalate (pet),154.66,28.63
2015-04-04 05:00:00,Arctic Ocean,3.926826249,-31.96230859,polypropylene (pp),401.57,22.47
2015-04-04 06:00:00,Atlantic Ocean,7.098183988,-53.55885443,polyvinyl chloride (pvc),46.6,92.22
2015-04-04 07:00:00,Indian Ocean,3.193318279,13.5063853,polypropylene (pp),451.95,24.43
2015-04-04 08:00:00,Pacific Ocean,-88.42054409,89.65391591,polyethylene terephthalate (pet),26.01,5.93
2015-04-04 09:00:00,Southern Ocean,-89.68953202,-139.4752549,polyethylene terephthalate (pet),393.96,75.11
2015-04-04 10:00:00,Arctic Ocean,-72.42006274,104.8052125,polystyrene (ps),153.75,24.33
2015-04-04 11:00:00,Southern Ocean,-71.71981138,-170.5356072,polyvinyl chloride (pvc),90.68,45.02
